data,stayingpower,texture,smell,price,colour,shipping,packing
"Uses: extremely bad Texture: extremely bad Color fastness: extremely poor Look at the rw of tiktok, it's more accurate to buy that lipstick and use it as trash. It's extremely bad when applied on the lips, it's extremely powdery, it feels like you're applying powder rather than lipstick even though it's expensive but the quality is a lot better. Whoever buys this product should not buy it. If you want too much and don't have a place to spend it, you can buy it and use it as a toy",negative,negative,,positive,,,
"Beautiful lipstick color, fast delivery, but the outer packaging looks like it was opened before. Image to receive coins",,,,,positive,positive,
"The lipstick color is very good, always packaged carefully, will buy again next time..",,,,,positive,,positive
"The price is cheap so don't expect anything, the lipstick color is nice but a bit clumpy kkkkk but the color is pretty so it's okay. Genuine, smooth, concealer with a heavy-duty, heavy-duty feel. Long delivery",,negative,,positive,positive,negative,
"Beautiful, fragrant lipstick, fast delivery mnbvczafjkooutreqsgjjjbvfrexchuiimnbfdwsgyuijbbbbjj",,,positive,,,positive,
"The lipstick color is beautiful and fragrant, worth the money, you should buy and try this product",,,positive,positive,positive,,
"The lipstick is smooth and fragrant, the lipstick holds firmly in the hand. Buying Skinfood's products at the store a lot is reassuring. Just ordered it on shopee for the first time",,positive,positive,,,,
"Delivery takes a long time The lipstick is quite pretty, the color is beyond words, the color adhesion is quite good, it goes easily with eating and drinking, overall I like it. Video mag tc receive coins",positive,,,,positive,negative,
"Matte lipstick, super beautiful color, worth the money, super love it",positive,,,positive,positive,,
"Received the goods quite quickly, the shop also packaged the goods carefully. The lipstick is soft and smooth, easy to spread, no smell, applies smoothly but not dry, and the price is so cheap. The problem is that the lipstick when tested on my hand looks better than when it's on my lips, and the color on the picture is also more beautiful than in person. Anyway, I really like it",,positive,positive,positive,negative,positive,positive
"International products take a bit of time to deliver but the quality is good. Because there are no products here, the pictures are only for coins ?",,,,,,negative,
"Hunting for sales should be cheap, international products but fast delivery, smooth lipstick quality, beautiful lipstick color…",,positive,,positive,positive,positive,
Delivery is very fast The price is quite cheap but the lipstick quality is good Has a mild fragrance that is not unpleasant at all is satisfied Images are for coin recognition purposes only,,positive,positive,positive,,positive,
"Very good lipstick, fragrant ? Will support this shop more",,,positive,,,,
"Beautiful lipstick Color 01 is so beautiful Color 02 is a reddish brown that looks like red on your lips In general, it's a beautiful lipstick that's worth the price and you should buy it Ships fast",,,,positive,positive,positive,
The shop delivered the right product ? sr the pictures and videos are not really related mmmm ? the lipstick color is beautifulppppppppp,,,,,positive,neutral,
"Use: lipstick Lipstick to me more than me, who will come back to the shop, like this, this New Year I can only re_post wedding clothes ?(´?)?]",positive,,,,,,
Carefully packaged and excellent product quality. I like the lipstick color,,,,,positive,,positive
"Beautiful lipstick, pretty color. The lipstick is very matte, everyone. The store also gave me a tube of lip balm. Thank you store, I will buy more products from the store",positive,,,,positive,,
"The goods arrived quickly but the paint quality is very difficult to remove and is powdery, very disappointing",,negative,,,,positive,
"The lipstick color is pretty, the quality is smooth and overall it's very good. Worth buying",,positive,,,positive,,
lipstick ok. because delivery takes quite a while. ?…,,,,,,negative,
"Fast delivery, extremely good product, will buy again when the opportunity arises. Thank you for the shop's good work in providing quality products (I'm too lazy to take pictures so I'll use available pictures)",,,,,,positive,
"I haven't tried it yet, but the price is",,,,positive,,,
Uses: Beauty Texture: good Color fastness: normal The lipstick has a pretty color but is not too durable and has a very fragrant smell,positive,positive,positive,,positive,,
"The quality of the lipstick is super good, it really good like chocolate. If you don't like please reconsider. Nice color, smooth lipstick, ok. The delivery thing is a bit long though",,positive,positive,,positive,negative,
Beautiful lipstick. Light lips. Has a slightly smell (depends on each person). Everyone should buy.,,positive,negative,,,,
"Texture: creamy Color fastness: quite good Fast delivery, lipstick exactly as described Skin-toning color, light fragrance",positive,neutral,positive,,positive,positive,
"Delivery took a long time, a bit indifferent to the number and photo The quality is also okay compared to the price Thank you shop",,,,positive,,negative,
"Beautiful lipstick color, does not darken lips, does not dry. If you have dark or dry lips, apply honey and see the difference in 3 days",,,,,positive,,
Fast delivery securely packaged Photos are for coin recognition purposes only,,,,,,positive,positive
The lipstick color is beautiful but it wears off quite quickly on my lips even though I've applied lip balm before… I think I don't suit this type.,negative,,,,positive,,
"It's great, there's nothing to complain about so buy it ladies, it's on sale so the price is quite cheap hehee",,,,positive,,,
"Careful packaging, pictures and videos are for profit purposes only…",,,,,,,positive
Shop fully delivered but it took a little while… . …,,,,,,negative,
"Color fastness: Good The color is very beautiful, the shell is very luxurious. It's especially fragrant. When you wipe it off, it still leaves a fragrant scent. Even after an hour of smelling it, it's still very fragrant.",positive,,positive,,positive,,
The color is so pretty,,,,,positive,,
"Oh my God! The lipstick color is really good, it's similar to A12 black Rourke! The lipstick like candy…but it's not very long-lasting, lol",negative,,positive,,positive,,
"I see people complaining that the lipstick dries out their lips, but I find that on my lips it's really smooth and the color looks like natural bare lips",,positive,,,,,
The lipstick is beautiful but the smell of Chinese domestic lipstick is unmistakable.?,,,neutral,,,,
"The lipstick has a beautiful color and is matte, but in my opinion, the delivery is quite fast, so buy it",,,,,positive,positive,
Very worth the money The shop's service is very good Product packaging is very nice and sturdy,,,,positive,,,positive
"Fast delivery, smooth lipstick quality, cheap price for sale, will support shopp more",,positive,,positive,,positive,
The lipstick has the right color and was bought for my child so I'm not sure about the translation so the delivery took a long time,,,,,positive,negative,
"This matte lipstick is beautiful, slim, I think color 06 is the most beautiful. you should buy it ?",positive,,,,positive,,
"The lipstick is so beautiful and fragrant, it's cheap, the color is beautiful and the lipstick quality is like the lipstick I like to aim for",,positive,positive,positive,,,
"Bought lipstick as a gift for a friend so don't know the quality, delivery is a bit slow ..picture is for coin recognition only",,,,,,negative,
