data,stayingpower,texture,smell,price,colour,shipping,packing
"The goods are very beautiful. Teachers should quickly support everyone, hihi ha ha",,,,,,positive,
"Shop sends complete goods, ships quickly. Received the goods quite quickly.",,,,,,positive,
"The photo is not related, but the lipstick has a beautiful, smooth color and will support the shop a lot",,positive,,,positive,,
"The product is packaged securely, I trust the genuine store, the delivery service is a bit long, the sale price is so good ?",,,,positive,,negative,positive
Lipstick has beautiful color. Fast delivery. Packed very securely. Overall very good.,,,,,positive,positive,positive
"Wow, the lipstick color is very beautiful. The seller packed it carefully. The image is for coin purposes only",,,,,positive,,positive
"It's on sale so the price is cheap. I haven't opened it yet so I haven't tried the lipstick color yet, but a lot of people are praising it so I trust it. It's ok to use and I'll come back to order more?",,,,positive,neutral,,
"Genuine product, securely packaged, fast delivery and very beautiful color",,,,,positive,positive,positive
"The lipstick color is very beautiful, it doesn't wash off after drinking water. I didn't expect that for that price, the lipstick would be of such quality",positive,,,positive,positive,,
"Pack the goods carefully Super long delivery, 15 days to receive the lipstick Beautiful lipstick color",,,,,positive,negative,positive
"Uses: extremely bad Texture: extremely bad Color fastness: extremely poor Look at the rw of tiktok, it's more accurate to buy that lipstick and use it as trash. It's extremely bad when applied on the lips, it's extremely powdery, it feels like you're applying powder rather than lipstick even though it's expensive but the quality is a lot better. Whoever buys this product should not buy it. If you want too much and don't have a place to spend it, you can buy it and use it as a toy",negative,negative,,positive,,,
"I bought two of the hottest models, 403 and 404. After testing them on my hands, I like 404 better because it has a red color without being picky about my skin. Basically, the lipstick is a bit difficult to blend and the color is ok but nothing outstanding or surprising",,negative,,,positive,,
"The packaging of everything is very beautiful, the price is too affordable. Buy 2 for 99k ?",,,,positive,,,
"I haven't used it yet so I don't know how the quality is, the appearance is very beautiful. The lipstick deliciously of milky coffee",,,positive,,,,
"Original price or flash sale is also cheap, I bought it because I wanted to relieve The feeling of unboxing will relieve sadness even for just a moment. I don't know if anyone feels the same way ? If you use it regularly, you SHOULD NOT. Look at the lipstick ingredients in the video above to see ?",,,,positive,,,
The store packaged carefully. Fast delivery. Color 25 is really pretty. Generally satisfied,,,,,positive,positive,positive
"The lipstick is so pretty, it's small but great and the color is quite beautiful Pictures and vids are just to get coins",,,positive,,positive,,
"The lipstick is nice and quite matte, but this color looks a bit dark on my skin. N is generally beautiful. A little makeup will suit you ?",positive,positive,,,negative,,
"Delivery takes a long time The lipstick is quite pretty, the color is beyond words, the color adhesion is quite good, it goes easily with eating and drinking, overall I like it. Video mag tc receive coins",positive,,,,positive,negative,
"Uses: Lips do not dry out Texture: Beautiful Color fastness: Long The lipstick is very beautiful, everyone. It's my first time buying it but I really like it",positive,positive,,,,,
"Use: lipstick Texture: matte cream Color fastness: good The color is perfect, it doesn't stain tooth enamel or pick on skin, both dark and white skin can use it. Great value for money, I was given a mirror + very cute lucky money. You should apply a layer of lip balm before using. You should buy it",positive,neutral,,positive,positive,,
Try it out. It's a beautiful red-orange lipstick. It's smooth and moisturizing. It applies very lightly on the lips. It's not like other cream lipsticks. It sets your hair beautifully. I didn't think it was cheap but with such quality.,,positive,,positive,positive,,
"The color is beautiful, it's nourishing so it goes away quickly, and it like chocolate. It's okay",negative,,positive,,positive,,
"Beautiful lipstick color, carefully packaged by the shop, very friendly shipper",,,,,positive,positive,positive
"The lipstick color is very beautiful, the packaging is cutegggg. I really like",,,,,positive,,
"Uses: f Texture: k Color fastness: a The lipstick is very beautiful. Because it's a shopee mall, you can rest assured that it was packaged very well and arrived without dents or scratches.",neutral,neutral,,,,,positive
"The quality of the lipstick is quite a bit clumpy, but when you apply it, it smooths out the color and the color isn't quite right, but for this price, it's ok. For students, it's better to use it.",,negative,,positive,negative,,
"Texture: matte cream Color fastness: color 06 deupsoul The lipstick is so beautiful, I bought it twice in this color and I really liked it. I ordered it on the 12th to the 15th and it was delivered quickly during Tet.",neutral,positive,,,positive,positive,
"Beautiful color, super smooth lipstick, I like it. Delivery is a bit long. Very worth buying, everyone!",,positive,,,positive,negative,
"The lipstick is so small and pretty, the color looks pretty on the hand but it doesn't look pretty on the lips. Maybe it's due to lip pigmentation so it doesn't come out the right color, but you should buy it. Looks so pretty and beautiful. Buy 2 but only ninety-nine, so delicious",,,,positive,neutral,,
"The lipstick is so pretty, the color is perfect, it's worth the money The shop is cute and friendly, and customers like it when they reply to messages Shipping from south to north takes 2 weeks, it's a long distance so shipping takes a long time, understand",,,,positive,positive,neutral,
"The color is beautiful, the seller packaged it carefully, but the lipstick color on the outside seems a little less orange, very pretty.",,,,,positive,,positive
"Just received the goods and I feel very beautiful. Pleasant smell, beautiful smooth lipstick color. Satisfied",,,positive,,positive,,
"Beautiful product, quick to apply, suitable for babies. Bought it at a cheap price, only 4k. Will support this shop more.",,,,positive,,positive,
"Sorry for the picture being for coin acceptance purposes. Super fast delivery, attentive shop, good service, well packaged, friendly shipper. The quality of the lipstick is very good, the color is so lovely?",,,,,positive,positive,positive
The packaging of the product is very nice and sturdy. Delivery takes a while but the product is worth the money,,,,positive,,negative,positive
"China's cargo should be rescheduled, 14 days after receiving it. Includes 1 mask. To prepare for new chat sessions",,,,,,negative,
"Uses: Lipstick Texture: okay The color is pretty and not too matte. At this price, it's okay to buy. Shipping is also fast and there are no order delays. Okay for now.",negative,neutral,,positive,positive,positive,
