text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score,stayingpower_importance,texture_importance,smell_importance,price_importance,colour_importance,shipping_importance,packing_importance
the scent is sweet like a cake but using the powdery style doesn't make it smooth and doesn't keep the color,negative,0.5558,negative,negative,0.7379,negative,positive,0.5653,positive,positive,0.7542,None,positive,0.4402,None,positive,0.5181,None,positive,0.5286,None,negative,0.4921,0.1369,0.1312,0.1462,0.1525,0.1418,0.1484,0.1432
"as for the shell, it's very beautiful. objectively, i give it 10/10 because it feels so smooth in the hand the lipstick quality is ok, very matte, 8/10 if asked if i would buy it again, i probably would",positive,0.7417,positive,positive,0.7064,positive,positive,0.8722,None,positive,0.8437,None,positive,0.7972,None,positive,0.5661,None,positive,0.8548,None,negative,0.4941,0.1435,0.1441,0.1424,0.1417,0.1432,0.1442,0.1409
"matte cream lipstick is very good to use, cheap price, very suitable for students, super pretty color????",positive,0.7568,positive,positive,0.6872,positive,positive,0.8748,None,positive,0.8614,positive,positive,0.8428,positive,positive,0.5805,None,positive,0.8558,None,negative,0.4943,0.1434,0.1442,0.1423,0.1421,0.1433,0.1438,0.1409
international products so you have to wait a bit. they are cheap but also very beautiful. the color is quite bright and quite matte.,positive,0.5797,positive,positive,0.7396,None,positive,0.804,None,positive,0.7815,positive,positive,0.8462,positive,negative,0.761,negative,positive,0.7563,None,negative,0.4901,0.1442,0.1475,0.1465,0.1457,0.1476,0.1255,0.143
genuine lipstick with great fragrance guys :))))) you should rest assured when buying at the mall,positive,0.7901,None,positive,0.7513,None,positive,0.8688,positive,positive,0.8684,None,positive,0.8587,None,positive,0.659,None,positive,0.8626,None,negative,0.4935,0.1432,0.1439,0.1423,0.1422,0.1433,0.144,0.1411
the lipstick is beautiful and easy to hold. the color is so beautiful and smells amazing. fast delivery,positive,0.7521,None,positive,0.6898,None,positive,0.7961,positive,positive,0.8799,None,positive,0.8901,positive,positive,0.9305,positive,positive,0.8565,None,negative,0.4922,0.1419,0.1438,0.1421,0.1428,0.1437,0.1441,0.1416
"uses: the color is extremely beautiful, i bought color 01 and it's very beautiful texture: smooth lipstick, slightly lumpy, color fastness: i often lick it but it doesn't come off very well, it's a little smudged gout choppp",positive,0.4902,positive,neutral,0.4599,positive,positive,0.6181,None,positive,0.7099,None,positive,0.42,positive,positive,0.587,None,positive,0.5444,None,negative,0.4937,0.1433,0.1434,0.143,0.1449,0.1416,0.1451,0.1386
"the color is very pretty, extremely good quality, fast delivery, will buy again next time",positive,0.7648,None,positive,0.7209,None,positive,0.7868,None,positive,0.8751,None,positive,0.8962,positive,positive,0.934,positive,positive,0.8565,None,negative,0.4924,0.1419,0.1439,0.142,0.1427,0.1437,0.1441,0.1416
"colors 19 and 03 are both beautiful, fast delivery, i really like it hihihihihi",positive,0.7299,None,positive,0.683,None,positive,0.7523,None,positive,0.8508,None,positive,0.8513,positive,positive,0.9216,positive,positive,0.8329,None,negative,0.4925,0.1424,0.1442,0.142,0.1424,0.1436,0.1442,0.1413
"beautiful lipstick, very pretty color, delivered on time and the price is cheap, so buy it",positive,0.7921,None,positive,0.7617,None,positive,0.8787,None,positive,0.8744,positive,positive,0.8704,positive,positive,0.6181,positive,positive,0.8662,None,negative,0.4938,0.1431,0.1439,0.1423,0.1423,0.1433,0.1441,0.1411
the lipstick smells so good next time please support again fun and friendly shipping,positive,0.8132,None,positive,0.8117,None,positive,0.8454,positive,positive,0.8753,None,positive,0.8768,None,positive,0.7676,positive,positive,0.8698,None,negative,0.4931,0.143,0.1439,0.1422,0.1423,0.1434,0.1439,0.1413
"i saw a lot of reviews so i bought it to try but personally i don't like it very much. the lipstick color is beautiful but it doesn't apply evenly on the lips. if you don't apply it, it will dry out, but if you add a layer of moisturizer, the lipstick won't adhere well to your lips. please consider it everyone, very lucky",negative,0.4599,None,negative,0.8592,negative,positive,0.5185,None,positive,0.7426,None,positive,0.5491,positive,negative,0.4158,None,positive,0.5259,None,negative,0.4935,0.1411,0.1283,0.1454,0.1533,0.1451,0.1428,0.1439
"delivery takes a very long time, product quality is ok, the lipstick layer is thin and light, the lips are not very nourishing, dry lips can show dead skin flakes, the lipstick color is light and long lasting",negative,0.6288,positive,negative,0.7167,negative,positive,0.4518,None,positive,0.7088,None,positive,0.5403,positive,negative,0.7752,negative,positive,0.489,None,negative,0.4922,0.1378,0.135,0.1467,0.1548,0.1474,0.1335,0.1448
"the color is pretty, it's ok :3 you should buy it, everyone",positive,0.7985,None,positive,0.7659,None,positive,0.8937,None,positive,0.8818,None,positive,0.8862,positive,positive,0.6052,None,positive,0.8756,None,negative,0.494,0.1431,0.1438,0.1424,0.1423,0.1433,0.1439,0.1412
"fast delivery soon, fragrant and smooth okkkkkkkkkkkkkkkkkkkkkkkkk",positive,0.7512,positive,positive,0.7375,positive,positive,0.7822,positive,positive,0.8729,None,positive,0.895,None,positive,0.9339,positive,positive,0.8592,None,negative,0.4922,0.1416,0.1439,0.1421,0.1427,0.1438,0.1442,0.1417
"beautiful, fast shipping, very satisfied, cheap, but i like it very much kfhdkdbskbdkdhdkdnkdkfbdkkekskfndjeiokfnf",positive,0.726,None,positive,0.6887,None,positive,0.7595,None,positive,0.8629,positive,positive,0.8767,None,positive,0.9222,positive,positive,0.8495,None,negative,0.4921,0.1418,0.1439,0.1419,0.1427,0.1437,0.1442,0.1417
"fast delivery, from the paper cover to the lipstick is excellent, so beautiful",positive,0.7271,None,positive,0.6656,None,positive,0.7861,None,positive,0.8695,None,positive,0.8655,None,positive,0.931,positive,positive,0.8475,None,negative,0.4921,0.1421,0.144,0.1421,0.1427,0.1436,0.1441,0.1415
"the color is so pretty, the lipstick is smooth but lasts ??????????????????????????????",positive,0.8057,positive,positive,0.796,positive,positive,0.879,None,positive,0.8757,None,positive,0.8653,positive,positive,0.6492,None,positive,0.8721,None,negative,0.4935,0.143,0.1438,0.1423,0.1422,0.1433,0.1441,0.1412
uses: beauty texture: good color fastness: normal the lipstick has a pretty color but is not too durable and has a very fragrant smell,negative,0.7446,positive,positive,0.5526,positive,positive,0.6281,positive,positive,0.7677,None,positive,0.6555,positive,positive,0.4347,None,positive,0.6594,None,negative,0.4877,0.1269,0.149,0.1437,0.1475,0.1445,0.1456,0.1428
"the lipstick is smooth, has standard color, and is beautiful. packaged very carefully .",positive,0.7732,None,positive,0.7736,positive,positive,0.8672,None,positive,0.8618,None,positive,0.8181,positive,positive,0.6296,None,positive,0.8574,positive,negative,0.4934,0.1432,0.1439,0.1423,0.142,0.1432,0.1443,0.141
"super pretty lipstick with cheap price: 33 yew shop ?? the shipper is also friendly ?? for international shipments, delivery takes a while, otherwise everything is ok ??",positive,0.6273,None,positive,0.8052,None,positive,0.8477,None,positive,0.8144,positive,positive,0.8791,None,negative,0.712,negative,positive,0.7874,None,negative,0.4901,0.1451,0.1474,0.146,0.1453,0.1472,0.1261,0.1428
"the lipstick is very beautiful so i bought it but the delivery took a long time. overall, it's ok ??",positive,0.5653,None,positive,0.758,None,positive,0.8048,None,positive,0.8132,None,positive,0.8686,None,negative,0.7847,negative,positive,0.7438,None,negative,0.4901,0.1423,0.1474,0.1469,0.1469,0.1482,0.1253,0.1431
"texture: a bit powdery but still looks nice, the lipstick wears off quite quickly color fastness: the standard color is slightly orange",negative,0.7441,negative,negative,0.7,positive,positive,0.5494,None,positive,0.6862,None,positive,0.4617,positive,negative,0.5142,None,positive,0.4681,None,negative,0.4916,0.1334,0.1349,0.1487,0.154,0.1441,0.1413,0.1436
son is very beautiful the quality of the lipstick is super great i like it,positive,0.8191,None,positive,0.7987,positive,positive,0.8809,None,positive,0.8879,None,positive,0.9,None,positive,0.6901,None,positive,0.8817,None,negative,0.4933,0.1429,0.1438,0.1423,0.1424,0.1434,0.1439,0.1413
the shop packs in very reputable shockproof packaging. bought on sale so extremely cheap,positive,0.715,None,positive,0.6144,None,positive,0.861,None,positive,0.8509,positive,positive,0.8025,None,positive,0.6958,None,positive,0.8499,positive,negative,0.4933,0.1435,0.1445,0.1423,0.142,0.1433,0.1435,0.1409
the picture is only for the purpose of accepting good product coins and fast delivery in general,positive,0.6524,None,positive,0.5971,None,positive,0.7289,None,positive,0.8439,None,positive,0.7748,None,positive,0.9378,positive,positive,0.7988,None,negative,0.4925,0.1422,0.1441,0.142,0.1427,0.1433,0.1446,0.141
the color is deep red but looks like cherry red :(( the cream is smooth and smooth on the lips,positive,0.6257,None,positive,0.6951,positive,positive,0.6639,None,positive,0.7238,None,neutral,0.4489,negative,positive,0.5281,None,positive,0.6739,None,negative,0.4927,0.1443,0.1454,0.1433,0.1422,0.1396,0.1448,0.1403
"excellent product quality, quick delivery, secure packaging",positive,0.7359,None,positive,0.6912,None,positive,0.7554,None,positive,0.8637,None,positive,0.877,None,positive,0.9276,positive,positive,0.8507,positive,negative,0.4922,0.1416,0.1441,0.1419,0.1427,0.1437,0.1443,0.1417
"seeing 2 colors 402 and 403, many buyers should buy 2 colors to try, but i like color 402 more. in general, the lipstick is ok, m.n",positive,0.5325,None,positive,0.4946,None,positive,0.778,None,positive,0.7551,None,positive,0.4913,neutral,positive,0.5068,None,positive,0.7668,None,negative,0.4953,0.1451,0.1456,0.1422,0.141,0.1435,0.1425,0.1401
shop carefully packaged. haven't tried it yet but pd is a famous brand. will continue to support <3,neutral,0.4889,None,neutral,0.5109,None,positive,0.7388,None,positive,0.7926,None,positive,0.5961,None,positive,0.7787,None,positive,0.7894,positive,negative,0.4947,0.1451,0.1457,0.1413,0.1414,0.1431,0.1433,0.1402
"use: lipstick texture: beautiful color fastness: matte lipstick the color is true to the model, it's so pretty i should buy it",positive,0.4923,positive,neutral,0.6483,positive,positive,0.7621,None,positive,0.7743,None,positive,0.7072,positive,positive,0.5408,None,positive,0.7644,None,negative,0.4958,0.1456,0.1472,0.1416,0.1412,0.1434,0.1417,0.1392
"uses: jw texture: chan color fastness: cream the lipstick doesn't last long, but quickly wears off a lot, so i checked it and got bored",negative,0.7747,negative,positive,0.3938,negative,positive,0.5961,None,positive,0.6843,None,positive,0.538,None,negative,0.4101,None,positive,0.5652,None,negative,0.4877,0.1292,0.1451,0.1467,0.1499,0.1442,0.1415,0.1434
"the lipstick quality is okay, i give the shop 5 stars hiiiiiii ksknzjknaizjiszbizhus",positive,0.8007,None,positive,0.7857,positive,positive,0.8778,None,positive,0.8627,None,positive,0.8426,None,positive,0.5949,None,positive,0.8555,None,negative,0.4939,0.1432,0.1439,0.1423,0.1421,0.1433,0.1443,0.1409
"fast delivery, carefully packaged, pretty, long-lasting lipstick",positive,0.7701,positive,positive,0.728,None,positive,0.7908,None,positive,0.8827,None,positive,0.8971,positive,positive,0.9329,positive,positive,0.8575,positive,negative,0.4926,0.1422,0.144,0.142,0.1427,0.1437,0.144,0.1415
shop fully delivers. international delivery may take a while. the lipstick color is so pretty. it goes on a bit quickly and smells sweet like chocolate,negative,0.6758,negative,positive,0.5578,None,positive,0.686,positive,positive,0.7737,None,positive,0.7286,positive,negative,0.7682,negative,positive,0.6305,None,negative,0.4882,0.1322,0.1454,0.1484,0.1511,0.1487,0.1298,0.1444
"the lipstick color is super beautiful, suitable for dark skin, no matter how bright it is, it's ok, apply it on the lips and it brightens the skin, super beautiful",positive,0.6942,None,positive,0.6502,None,positive,0.8612,None,positive,0.8372,None,positive,0.7388,positive,positive,0.5587,None,positive,0.8246,None,negative,0.4935,0.1439,0.1444,0.1424,0.1417,0.1433,0.1438,0.1405
"i was looking for a sale at a cheap price and bought 1 lipstick to try, but the seller packed it very carefully. the color is pretty but it fades quickly and the color lasts.",negative,0.8635,negative,positive,0.5555,None,positive,0.6337,None,positive,0.8036,positive,positive,0.6657,positive,positive,0.4495,None,positive,0.6557,None,negative,0.4886,0.1249,0.1451,0.1449,0.15,0.145,0.1465,0.1436
"the product looks like the picture, you have to blend it right away or it will dry out and be difficult to blend",positive,0.4807,None,negative,0.8584,negative,positive,0.5018,None,positive,0.7134,None,positive,0.4927,None,negative,0.4208,None,positive,0.4857,None,negative,0.4948,0.1427,0.1286,0.1454,0.1531,0.1443,0.1429,0.1432
"every time i buy it, i'm always satisfied. beautiful lipstick, pretty color, and price suitable for students",positive,0.794,None,positive,0.7605,None,positive,0.885,None,positive,0.8769,positive,positive,0.8826,positive,positive,0.5911,None,positive,0.8798,None,negative,0.4941,0.1432,0.1438,0.1423,0.1422,0.1432,0.144,0.1413
fast delivery carefully packaged quality products will buy more times related images,positive,0.7073,None,positive,0.6711,None,positive,0.7495,None,positive,0.8648,None,positive,0.8585,None,positive,0.938,positive,positive,0.8375,positive,negative,0.4921,0.1419,0.144,0.142,0.1427,0.1437,0.1443,0.1415
"i brought the lipstick as a gift so i didn't like it but the baby told me to test it, the fragrance and the purple color is very beautiful",positive,0.5582,None,negative,0.7659,None,positive,0.4946,positive,positive,0.7328,None,positive,0.5323,positive,positive,0.3959,None,positive,0.5129,None,negative,0.4939,0.1442,0.1298,0.1437,0.1516,0.1445,0.1436,0.1426
"the lipstick is beautiful, you should buy it. if you have a chance, please help the shop more. foreign products can take a while to deliver. if you order, please take advantage of it.",positive,0.5879,None,positive,0.7533,None,positive,0.8165,None,positive,0.7963,None,positive,0.8598,None,negative,0.7738,negative,positive,0.7546,None,negative,0.4903,0.1438,0.1475,0.1468,0.1461,0.1478,0.1252,0.143
k is very similar to red-brown don't see any brown brick red orange style but that's okay,positive,0.4553,None,positive,0.5627,None,positive,0.587,None,positive,0.6896,None,neutral,0.4231,negative,positive,0.4456,None,positive,0.6301,None,negative,0.4926,0.1448,0.1458,0.144,0.1437,0.1378,0.1426,0.1413
"the lipstick is very beautiful, the earthy color is not picky about the skin, the lipstick is soft and smooth, very worth the money",positive,0.7773,None,positive,0.7805,positive,positive,0.8541,None,positive,0.859,positive,positive,0.8125,positive,positive,0.613,None,positive,0.8533,None,negative,0.4935,0.1432,0.1439,0.1423,0.1421,0.1432,0.1444,0.141
"oh, they're all so beautiful, everyone. they're all really good. they're packaged very carefully. everyone should buy things from this shop.",positive,0.7937,None,positive,0.7534,None,positive,0.8842,None,positive,0.8764,None,positive,0.8821,None,positive,0.6592,None,positive,0.8781,positive,negative,0.4936,0.143,0.1439,0.1424,0.1422,0.1433,0.1438,0.1413
